paper_id,claim_id,table_figure,claim,claim_type,mode,digits,value_script,value_paper,match,value_rewrite,match_rewrite,holds,defect_locus,notes
offer-westort_coppock_green_2021,table_d2_cell_205,table_d2,"TABLE D2, CA, cov_te, case 2, 20 batches",pipeline,,3,NA,0.885,NA,0.8851000000000002,1,NA,NA,"The rewrite gives 0.885, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_206,table_d2,"TABLE D2, CA, correct, case 2, 50 batches",pipeline,,3,NA,0.180,NA,0.17990000000000006,1,NA,NA,"The rewrite gives 0.180, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_207,table_d2,"TABLE D2, CA, rmse_best, case 2, 50 batches",pipeline,,3,NA,0.033,NA,0.03328790842092972,1,NA,NA,"The rewrite gives 0.033, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_208,table_d2,"TABLE D2, CA, rmse_te, case 2, 50 batches",pipeline,,3,NA,0.040,NA,0.03975095430980657,1,NA,NA,"The rewrite gives 0.040, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_209,table_d2,"TABLE D2, CA, cov_best, case 2, 50 batches",pipeline,,3,NA,0.886,NA,0.8854999999999996,1,NA,NA,"The rewrite gives 0.885, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_210,table_d2,"TABLE D2, CA, cov_te, case 2, 50 batches",pipeline,,3,NA,0.890,NA,0.8903000000000001,1,NA,NA,"The rewrite gives 0.890, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_211,table_d2,"TABLE D2, CA, correct, case 2, 100 batches",pipeline,,3,NA,0.178,NA,0.17779999999999985,1,NA,NA,"The rewrite gives 0.178, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_212,table_d2,"TABLE D2, CA, rmse_best, case 2, 100 batches",pipeline,,3,NA,0.034,NA,0.03350251157682866,1,NA,NA,"The rewrite gives 0.034, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_213,table_d2,"TABLE D2, CA, rmse_te, case 2, 100 batches",pipeline,,3,NA,0.040,NA,0.0397866564019641,1,NA,NA,"The rewrite gives 0.040, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_214,table_d2,"TABLE D2, CA, cov_best, case 2, 100 batches",pipeline,,3,NA,0.885,NA,0.884899999999999,1,NA,NA,"The rewrite gives 0.885, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_215,table_d2,"TABLE D2, CA, cov_te, case 2, 100 batches",pipeline,,3,NA,0.892,NA,0.8919000000000002,1,NA,NA,"The rewrite gives 0.892, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_216,table_d2,"TABLE D2, CA, correct, case 3, 2 batches",pipeline,,3,NA,0.665,NA,0.6644999999999998,1,NA,NA,"The rewrite gives 0.664, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_217,table_d2,"TABLE D2, CA, rmse_best, case 3, 2 batches",pipeline,,3,NA,0.027,NA,0.02739178332191496,1,NA,NA,"The rewrite gives 0.027, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_218,table_d2,"TABLE D2, CA, rmse_te, case 3, 2 batches",pipeline,,3,NA,0.036,NA,0.03583395340174714,1,NA,NA,"The rewrite gives 0.036, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_219,table_d2,"TABLE D2, CA, cov_best, case 3, 2 batches",pipeline,,3,NA,0.944,NA,0.9434999999999998,1,NA,NA,"The rewrite gives 0.943, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_220,table_d2,"TABLE D2, CA, cov_te, case 3, 2 batches",pipeline,,3,NA,0.942,NA,0.9418999999999996,1,NA,NA,"The rewrite gives 0.942, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_221,table_d2,"TABLE D2, CA, correct, case 3, 4 batches",pipeline,,3,NA,0.673,NA,0.6729000000000008,1,NA,NA,"The rewrite gives 0.673, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_222,table_d2,"TABLE D2, CA, rmse_best, case 3, 4 batches",pipeline,,3,NA,0.029,NA,0.02879955091003479,1,NA,NA,"The rewrite gives 0.029, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_223,table_d2,"TABLE D2, CA, rmse_te, case 3, 4 batches",pipeline,,3,NA,0.036,NA,0.03556684497359617,1,NA,NA,"The rewrite gives 0.036, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_224,table_d2,"TABLE D2, CA, cov_best, case 3, 4 batches",pipeline,,3,NA,0.943,NA,0.9433999999999996,1,NA,NA,"The rewrite gives 0.943, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_225,table_d2,"TABLE D2, CA, cov_te, case 3, 4 batches",pipeline,,3,NA,0.937,NA,0.9367999999999992,1,NA,NA,"The rewrite gives 0.937, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_226,table_d2,"TABLE D2, CA, correct, case 3, 5 batches",pipeline,,3,NA,0.685,NA,0.6847000000000004,1,NA,NA,"The rewrite gives 0.685, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_227,table_d2,"TABLE D2, CA, rmse_best, case 3, 5 batches",pipeline,,3,NA,0.029,NA,0.02861720026485443,1,NA,NA,"The rewrite gives 0.029, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_228,table_d2,"TABLE D2, CA, rmse_te, case 3, 5 batches",pipeline,,3,NA,0.035,NA,0.03503997885223622,1,NA,NA,"The rewrite gives 0.035, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_229,table_d2,"TABLE D2, CA, cov_best, case 3, 5 batches",pipeline,,3,NA,0.942,NA,0.9421000000000002,1,NA,NA,"The rewrite gives 0.942, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_230,table_d2,"TABLE D2, CA, cov_te, case 3, 5 batches",pipeline,,3,NA,0.932,NA,0.9319,1,NA,NA,"The rewrite gives 0.932, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_231,table_d2,"TABLE D2, CA, correct, case 3, 8 batches",pipeline,,3,NA,0.682,NA,0.6818000000000001,1,NA,NA,"The rewrite gives 0.682, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_232,table_d2,"TABLE D2, CA, rmse_best, case 3, 8 batches",pipeline,,3,NA,0.029,NA,0.02914022609211211,1,NA,NA,"The rewrite gives 0.029, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_233,table_d2,"TABLE D2, CA, rmse_te, case 3, 8 batches",pipeline,,3,NA,0.035,NA,0.03478037482720306,1,NA,NA,"The rewrite gives 0.035, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_234,table_d2,"TABLE D2, CA, cov_best, case 3, 8 batches",pipeline,,3,NA,0.943,NA,0.9429,1,NA,NA,"The rewrite gives 0.943, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_235,table_d2,"TABLE D2, CA, cov_te, case 3, 8 batches",pipeline,,3,NA,0.938,NA,0.9376000000000002,1,NA,NA,"The rewrite gives 0.938, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_236,table_d2,"TABLE D2, CA, correct, case 3, 10 batches",pipeline,,3,NA,0.683,NA,0.6829,1,NA,NA,"The rewrite gives 0.683, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_237,table_d2,"TABLE D2, CA, rmse_best, case 3, 10 batches",pipeline,,3,NA,0.029,NA,0.02865948447311381,1,NA,NA,"The rewrite gives 0.029, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_238,table_d2,"TABLE D2, CA, rmse_te, case 3, 10 batches",pipeline,,3,NA,0.035,NA,0.03452476735094487,1,NA,NA,"The rewrite gives 0.035, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_239,table_d2,"TABLE D2, CA, cov_best, case 3, 10 batches",pipeline,,3,NA,0.946,NA,0.9464,1,NA,NA,"The rewrite gives 0.946, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_240,table_d2,"TABLE D2, CA, cov_te, case 3, 10 batches",pipeline,,3,NA,0.937,NA,0.9370999999999996,1,NA,NA,"The rewrite gives 0.937, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_241,table_d2,"TABLE D2, CA, correct, case 3, 20 batches",pipeline,,3,NA,0.676,NA,0.6759000000000006,1,NA,NA,"The rewrite gives 0.676, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_242,table_d2,"TABLE D2, CA, rmse_best, case 3, 20 batches",pipeline,,3,NA,0.029,NA,0.0289675217307478,1,NA,NA,"The rewrite gives 0.029, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_243,table_d2,"TABLE D2, CA, rmse_te, case 3, 20 batches",pipeline,,3,NA,0.034,NA,0.03432620908736164,1,NA,NA,"The rewrite gives 0.034, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_244,table_d2,"TABLE D2, CA, cov_best, case 3, 20 batches",pipeline,,3,NA,0.943,NA,0.9425,1,NA,NA,"The rewrite gives 0.943, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_245,table_d2,"TABLE D2, CA, cov_te, case 3, 20 batches",pipeline,,3,NA,0.938,NA,0.9382999999999996,1,NA,NA,"The rewrite gives 0.938, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_246,table_d2,"TABLE D2, CA, correct, case 3, 50 batches",pipeline,,3,NA,0.680,NA,0.6794999999999998,1,NA,NA,"The rewrite gives 0.679, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_247,table_d2,"TABLE D2, CA, rmse_best, case 3, 50 batches",pipeline,,3,NA,0.029,NA,0.02879279032415267,1,NA,NA,"The rewrite gives 0.029, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_248,table_d2,"TABLE D2, CA, rmse_te, case 3, 50 batches",pipeline,,3,NA,0.034,NA,0.03412541594742268,1,NA,NA,"The rewrite gives 0.034, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_249,table_d2,"TABLE D2, CA, cov_best, case 3, 50 batches",pipeline,,3,NA,0.946,NA,0.9459,1,NA,NA,"The rewrite gives 0.946, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_250,table_d2,"TABLE D2, CA, cov_te, case 3, 50 batches",pipeline,,3,NA,0.941,NA,0.9406,1,NA,NA,"The rewrite gives 0.941, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_251,table_d2,"TABLE D2, CA, correct, case 3, 100 batches",pipeline,,3,NA,0.670,NA,0.6699999999999994,1,NA,NA,"The rewrite gives 0.670, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_252,table_d2,"TABLE D2, CA, rmse_best, case 3, 100 batches",pipeline,,3,NA,0.031,NA,0.03090672402221722,1,NA,NA,"The rewrite gives 0.031, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_253,table_d2,"TABLE D2, CA, rmse_te, case 3, 100 batches",pipeline,,3,NA,0.036,NA,0.03636256800351829,1,NA,NA,"The rewrite gives 0.036, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_254,table_d2,"TABLE D2, CA, cov_best, case 3, 100 batches",pipeline,,3,NA,0.941,NA,0.9407000000000004,1,NA,NA,"The rewrite gives 0.941, which is the published value."
offer-westort_coppock_green_2021,table_d2_cell_255,table_d2,"TABLE D2, CA, cov_te, case 3, 100 batches",pipeline,,3,NA,0.936,NA,0.936,1,NA,NA,"The rewrite gives 0.936, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_001,table_d3,"TABLE D3, TS, correct, best arm 0.1",pipeline,,3,0.113,0.113,1,0.11339999999999983,1,NA,NA,"The rewrite gives 0.113, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_002,table_d3,"TABLE D3, TS, rmse_best, best arm 0.1",pipeline,,3,0.0346,0.035,1,0.03455863692703397,1,NA,NA,"The rewrite gives 0.035, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_003,table_d3,"TABLE D3, TS, rmse_te, best arm 0.1",pipeline,,3,0.0503,0.050,1,0.05027242135465109,1,NA,NA,"The rewrite gives 0.050, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_004,table_d3,"TABLE D3, TS, cov_best, best arm 0.1",pipeline,,3,0.867,0.867,1,0.8674,1,NA,NA,"The rewrite gives 0.867, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_005,table_d3,"TABLE D3, TS, cov_te, best arm 0.1",pipeline,,3,0.848,0.848,1,0.8482000000000003,1,NA,NA,"The rewrite gives 0.848, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_006,table_d3,"TABLE D3, TS, correct, best arm 0.11",pipeline,,3,0.193,0.193,1,0.19329999999999972,1,NA,NA,"The rewrite gives 0.193, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_007,table_d3,"TABLE D3, TS, rmse_best, best arm 0.11",pipeline,,3,0.0335,0.033,1,0.03349211329438671,1,NA,NA,"The rewrite gives 0.033, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_008,table_d3,"TABLE D3, TS, rmse_te, best arm 0.11",pipeline,,3,0.0495,0.050,1,0.04950631904668689,1,NA,NA,"The rewrite gives 0.050, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_009,table_d3,"TABLE D3, TS, cov_best, best arm 0.11",pipeline,,3,0.88,0.880,1,0.88,1,NA,NA,"The rewrite gives 0.880, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_010,table_d3,"TABLE D3, TS, cov_te, best arm 0.11",pipeline,,3,0.851,0.851,1,0.8509000000000004,1,NA,NA,"The rewrite gives 0.851, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_011,table_d3,"TABLE D3, TS, correct, best arm 0.12",pipeline,,3,0.289,0.289,1,0.28850000000000053,1,NA,NA,"The rewrite gives 0.289, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_012,table_d3,"TABLE D3, TS, rmse_best, best arm 0.12",pipeline,,3,0.0311,0.031,1,0.03113161133334599,1,NA,NA,"The rewrite gives 0.031, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_013,table_d3,"TABLE D3, TS, rmse_te, best arm 0.12",pipeline,,3,0.0483,0.048,1,0.04828012352734111,1,NA,NA,"The rewrite gives 0.048, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_014,table_d3,"TABLE D3, TS, cov_best, best arm 0.12",pipeline,,3,0.911,0.911,1,0.9111999999999996,1,NA,NA,"The rewrite gives 0.911, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_015,table_d3,"TABLE D3, TS, cov_te, best arm 0.12",pipeline,,3,0.867,0.867,1,0.8668999999999998,1,NA,NA,"The rewrite gives 0.867, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_016,table_d3,"TABLE D3, TS, correct, best arm 0.13",pipeline,,3,0.414,0.415,1,0.4144999999999999,1,NA,NA,"The rewrite gives 0.414, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_017,table_d3,"TABLE D3, TS, rmse_best, best arm 0.13",pipeline,,3,0.0297,0.030,1,0.02969718637300954,1,NA,NA,"The rewrite gives 0.030, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_018,table_d3,"TABLE D3, TS, rmse_te, best arm 0.13",pipeline,,3,0.0484,0.048,1,0.0483857054297345,1,NA,NA,"The rewrite gives 0.048, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_019,table_d3,"TABLE D3, TS, cov_best, best arm 0.13",pipeline,,3,0.923,0.923,1,0.9233,1,NA,NA,"The rewrite gives 0.923, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_020,table_d3,"TABLE D3, TS, cov_te, best arm 0.13",pipeline,,3,0.859,0.860,1,0.8594999999999999,1,NA,NA,"The rewrite gives 0.859, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_021,table_d3,"TABLE D3, TS, correct, best arm 0.14",pipeline,,3,0.534,0.534,1,0.5343999999999998,1,NA,NA,"The rewrite gives 0.534, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_022,table_d3,"TABLE D3, TS, rmse_best, best arm 0.14",pipeline,,3,0.0284,0.028,1,0.0284038317712368,1,NA,NA,"The rewrite gives 0.028, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_023,table_d3,"TABLE D3, TS, rmse_te, best arm 0.14",pipeline,,3,0.0491,0.049,1,0.04909555058622214,1,NA,NA,"The rewrite gives 0.049, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_024,table_d3,"TABLE D3, TS, cov_best, best arm 0.14",pipeline,,3,0.934,0.934,1,0.9336,1,NA,NA,"The rewrite gives 0.934, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_025,table_d3,"TABLE D3, TS, cov_te, best arm 0.14",pipeline,,3,0.856,0.856,1,0.8558999999999999,1,NA,NA,"The rewrite gives 0.856, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_026,table_d3,"TABLE D3, TS, correct, best arm 0.15",pipeline,,3,0.665,0.665,1,0.6645999999999999,1,NA,NA,"The rewrite gives 0.665, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_027,table_d3,"TABLE D3, TS, rmse_best, best arm 0.15",pipeline,,3,0.0263,0.026,1,0.02634460583607177,1,NA,NA,"The rewrite gives 0.026, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_028,table_d3,"TABLE D3, TS, rmse_te, best arm 0.15",pipeline,,3,0.0487,0.049,1,0.04865358732634001,1,NA,NA,"The rewrite gives 0.049, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_029,table_d3,"TABLE D3, TS, cov_best, best arm 0.15",pipeline,,3,0.945,0.945,1,0.9447999999999996,1,NA,NA,"The rewrite gives 0.945, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_030,table_d3,"TABLE D3, TS, cov_te, best arm 0.15",pipeline,,3,0.855,0.855,1,0.8554000000000002,1,NA,NA,"The rewrite gives 0.855, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_031,table_d3,"TABLE D3, TS, correct, best arm 0.16",pipeline,,3,NA,0.779,NA,0.7793000000000002,1,NA,NA,"The rewrite gives 0.779, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_032,table_d3,"TABLE D3, TS, rmse_best, best arm 0.16",pipeline,,3,NA,0.026,NA,0.02555762552365362,1,NA,NA,"The rewrite gives 0.026, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_033,table_d3,"TABLE D3, TS, rmse_te, best arm 0.16",pipeline,,3,NA,0.049,NA,0.04925872852586494,1,NA,NA,"The rewrite gives 0.049, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_034,table_d3,"TABLE D3, TS, cov_best, best arm 0.16",pipeline,,3,NA,0.945,NA,0.9452000000000002,1,NA,NA,"The rewrite gives 0.945, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_035,table_d3,"TABLE D3, TS, cov_te, best arm 0.16",pipeline,,3,NA,0.842,NA,0.8417000000000003,1,NA,NA,"The rewrite gives 0.842, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_036,table_d3,"TABLE D3, TS, correct, best arm 0.17",pipeline,,3,NA,0.848,NA,0.8482000000000004,1,NA,NA,"The rewrite gives 0.848, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_037,table_d3,"TABLE D3, TS, rmse_best, best arm 0.17",pipeline,,3,NA,0.024,NA,0.02428397644242396,1,NA,NA,"The rewrite gives 0.024, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_038,table_d3,"TABLE D3, TS, rmse_te, best arm 0.17",pipeline,,3,NA,0.051,NA,0.05111596553295271,1,NA,NA,"The rewrite gives 0.051, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_039,table_d3,"TABLE D3, TS, cov_best, best arm 0.17",pipeline,,3,NA,0.952,NA,0.952,1,NA,NA,"The rewrite gives 0.952, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_040,table_d3,"TABLE D3, TS, cov_te, best arm 0.17",pipeline,,3,NA,0.833,NA,0.8331999999999997,1,NA,NA,"The rewrite gives 0.833, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_041,table_d3,"TABLE D3, TS, correct, best arm 0.18",pipeline,,3,NA,0.905,NA,0.9045000000000002,1,NA,NA,"The rewrite gives 0.905, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_042,table_d3,"TABLE D3, TS, rmse_best, best arm 0.18",pipeline,,3,NA,0.023,NA,0.02315966553409122,1,NA,NA,"The rewrite gives 0.023, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_043,table_d3,"TABLE D3, TS, rmse_te, best arm 0.18",pipeline,,3,NA,0.053,NA,0.05253382299427079,1,NA,NA,"The rewrite gives 0.053, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_044,table_d3,"TABLE D3, TS, cov_best, best arm 0.18",pipeline,,3,NA,0.954,NA,0.9536,1,NA,NA,"The rewrite gives 0.954, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_045,table_d3,"TABLE D3, TS, cov_te, best arm 0.18",pipeline,,3,NA,0.824,NA,0.8238000000000005,1,NA,NA,"The rewrite gives 0.824, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_046,table_d3,"TABLE D3, TS, correct, best arm 0.19",pipeline,,3,NA,0.946,NA,0.9464,1,NA,NA,"The rewrite gives 0.946, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_047,table_d3,"TABLE D3, TS, rmse_best, best arm 0.19",pipeline,,3,NA,0.022,NA,0.02207315303750493,1,NA,NA,"The rewrite gives 0.022, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_048,table_d3,"TABLE D3, TS, rmse_te, best arm 0.19",pipeline,,3,NA,0.055,NA,0.05456896112806259,1,NA,NA,"The rewrite gives 0.055, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_049,table_d3,"TABLE D3, TS, cov_best, best arm 0.19",pipeline,,3,NA,0.960,NA,0.9596,1,NA,NA,"The rewrite gives 0.960, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_050,table_d3,"TABLE D3, TS, cov_te, best arm 0.19",pipeline,,3,NA,0.807,NA,0.8066000000000003,1,NA,NA,"The rewrite gives 0.807, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_051,table_d3,"TABLE D3, TS, correct, best arm 0.2",pipeline,,3,NA,0.968,NA,0.9681000000000002,1,NA,NA,"The rewrite gives 0.968, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_052,table_d3,"TABLE D3, TS, rmse_best, best arm 0.2",pipeline,,3,NA,0.021,NA,0.02135995777642827,1,NA,NA,"The rewrite gives 0.021, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_053,table_d3,"TABLE D3, TS, rmse_te, best arm 0.2",pipeline,,3,NA,0.057,NA,0.05738448863580026,1,NA,NA,"The rewrite gives 0.057, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_054,table_d3,"TABLE D3, TS, cov_best, best arm 0.2",pipeline,,3,NA,0.958,NA,0.9583,1,NA,NA,"The rewrite gives 0.958, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_055,table_d3,"TABLE D3, TS, cov_te, best arm 0.2",pipeline,,3,NA,0.795,NA,0.7951000000000001,1,NA,NA,"The rewrite gives 0.795, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_056,table_d3,"TABLE D3, Static, correct, best arm 0.1",pipeline,,3,NA,0.118,NA,0.11780000000000038,1,NA,NA,"The rewrite gives 0.118, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_057,table_d3,"TABLE D3, Static, rmse_best, best arm 0.1",pipeline,,3,NA,0.023,NA,0.02254411013970856,1,NA,NA,"The rewrite gives 0.023, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_058,table_d3,"TABLE D3, Static, rmse_te, best arm 0.1",pipeline,,3,NA,0.032,NA,0.03172256790041231,1,NA,NA,"The rewrite gives 0.032, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_059,table_d3,"TABLE D3, Static, cov_best, best arm 0.1",pipeline,,3,NA,0.936,NA,0.9356999999999996,1,NA,NA,"The rewrite gives 0.936, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_060,table_d3,"TABLE D3, Static, cov_te, best arm 0.1",pipeline,,3,NA,0.952,NA,0.952,1,NA,NA,"The rewrite gives 0.952, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_061,table_d3,"TABLE D3, Static, correct, best arm 0.11",pipeline,,3,NA,0.180,NA,0.17979999999999982,1,NA,NA,"The rewrite gives 0.180, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_062,table_d3,"TABLE D3, Static, rmse_best, best arm 0.11",pipeline,,3,NA,0.024,NA,0.02392054854705499,1,NA,NA,"The rewrite gives 0.024, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_063,table_d3,"TABLE D3, Static, rmse_te, best arm 0.11",pipeline,,3,NA,0.033,NA,0.03336911323814139,1,NA,NA,"The rewrite gives 0.033, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_064,table_d3,"TABLE D3, Static, cov_best, best arm 0.11",pipeline,,3,NA,0.935,NA,0.9345,1,NA,NA,"The rewrite gives 0.934, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_065,table_d3,"TABLE D3, Static, cov_te, best arm 0.11",pipeline,,3,NA,0.947,NA,0.9473,1,NA,NA,"The rewrite gives 0.947, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_066,table_d3,"TABLE D3, Static, correct, best arm 0.12",pipeline,,3,NA,0.266,NA,0.26550000000000024,1,NA,NA,"The rewrite gives 0.266, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_067,table_d3,"TABLE D3, Static, rmse_best, best arm 0.12",pipeline,,3,NA,0.025,NA,0.02500527693367061,1,NA,NA,"The rewrite gives 0.025, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_068,table_d3,"TABLE D3, Static, rmse_te, best arm 0.12",pipeline,,3,NA,0.034,NA,0.03382603474807872,1,NA,NA,"The rewrite gives 0.034, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_069,table_d3,"TABLE D3, Static, cov_best, best arm 0.12",pipeline,,3,NA,0.929,NA,0.9289,1,NA,NA,"The rewrite gives 0.929, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_070,table_d3,"TABLE D3, Static, cov_te, best arm 0.12",pipeline,,3,NA,0.945,NA,0.9445,1,NA,NA,"The rewrite gives 0.945, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_071,table_d3,"TABLE D3, Static, correct, best arm 0.13",pipeline,,3,NA,0.363,NA,0.3633000000000005,1,NA,NA,"The rewrite gives 0.363, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_072,table_d3,"TABLE D3, Static, rmse_best, best arm 0.13",pipeline,,3,NA,0.026,NA,0.02553956941920747,1,NA,NA,"The rewrite gives 0.026, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_073,table_d3,"TABLE D3, Static, rmse_te, best arm 0.13",pipeline,,3,NA,0.034,NA,0.03433719678556505,1,NA,NA,"The rewrite gives 0.034, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_074,table_d3,"TABLE D3, Static, cov_best, best arm 0.13",pipeline,,3,NA,0.936,NA,0.9356999999999998,1,NA,NA,"The rewrite gives 0.936, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_075,table_d3,"TABLE D3, Static, cov_te, best arm 0.13",pipeline,,3,NA,0.948,NA,0.9479,1,NA,NA,"The rewrite gives 0.948, which is the published value."
offer-westort_coppock_green_2021,table_d3_cell_076,table_d3,"TABLE D3, Static, correct, best arm 0.14",pipeline,,3,NA,0.471,NA,0.4710000000000005,1,NA,NA,"The rewrite gives 0.471, which is the published value."
